name,first_week,year,inflation,first_week_box
Ганнибал: Восхождение,08.02.2007,2007,"2,339802",63182292
Санктум,03.02.2011,2011,"1,539488",96000000
Хищники,08.07.2010,2010,"1,673423",88297148
Фердинанд,05.01.2018,2018,1,147748424
Бесславные ублюдки,20.08.2009,2009,"1,80897",81651897
Предложение,18.06.2009,2009,"1,80897",81634702
Омерзительная восьмерка,15.01.2016,2016,"1,04",141595978
Starперцы,14.11.2013,2013,"1,328473",110730695
Эмоджи фильм,18.08.2017,2017,1,147050730
Монстр-траки,06.01.2017,2017,1,147033123
Новогодний корпоратив,09.12.2016,2016,"1,04",141272853
1612,01.11.2007,2007,"2,339802",62642858
Мамы,08.03.2012,2012,"1,434751",102150311
"Город грехов 2: Женщина, ради которой стоит убивать",21.08.2014,2014,"1,202238",121448012
Бен-Гур,09.09.2016,2016,"1,04",140018563
Дюнкерк,21.07.2017,2017,1,145072013
Слуга государев,22.02.2007,2007,"2,339802",61983562
Мы – Миллеры,15.08.2013,2013,"1,328473",109129984
Паранормальное явление: Метка Дьявола,09.01.2014,2014,"1,202238",120501782
В сердце моря,04.12.2015,2015,"1,09096",132544362
Зелёный Шершень,03.02.2011,2011,"1,539488",93767315
Охотник за головами,18.03.2010,2010,"1,673423",85885582
Пэн: Путешествие в Нетландию,08.10.2015,2015,"1,09096",131500053
Невероятная жизнь Уолтера Митти,02.01.2014,2014,"1,202238",118771197
Элвин и бурундуки: Грандиозное бурундуключение,15.01.2016,2016,"1,04",137157422
Платон,20.11.2008,2008,"2,018811",70386367
А зори здесь тихие...,30.04.2015,2015,"1,09096",130202239
Хитмэн,29.11.2007,2007,"2,339802",60679707
Секс по дружбе,28.07.2011,2011,"1,539488",92163657
Хортон,13.03.2008,2008,"2,018811",69992829
Паркер,31.01.2013,2013,"1,328473",106149775
Проклятие Аннабель: Зарождение зла,11.08.2017,2017,1,140410132
Джобс: Империя соблазна,19.09.2013,2013,"1,328473",104960314
Снежная королева 2: Перезаморозка,08.01.2015,2015,"1,09096",127523307
Кошмар на улице Вязов,06.05.2010,2010,"1,673423",82829270
Друзья друзей,02.01.2014,2014,"1,202238",115203618
Заклятие,25.07.2013,2013,"1,328473",104016479
Как украсть небоскреб,24.11.2011,2011,"1,539488",89652170
Большой и добрый великан,01.07.2016,2016,"1,04",132361209
Хитмэн: Агент 47,03.09.2015,2015,"1,09096",126097095
"Джентльмены, удачи!",03.01.2013,2013,"1,328473",103499303
Параллельные миры,23.08.2012,2012,"1,434751",95728345
День Святого Валентина,11.02.2010,2010,"1,673423",81994419
Мы из будущего,21.02.2008,2008,"2,018811",67765674
Каникулы,27.08.2015,2015,"1,09096",125058228
Час пик 3,13.09.2007,2007,"2,339802",58116681
Белоснежка и Охотник 2,15.04.2016,2016,"1,04",130650850
Ковбои против пришельцев,11.08.2011,2011,"1,539488",88209888
Девушка моих кошмаров,04.10.2007,2007,"2,339802",57691418
Виктор Франкенштейн,27.11.2015,2015,"1,09096",123423951
В ожидании чуда,05.04.2007,2007,"2,339802",57478785
План побега,17.10.2013,2013,"1,328473",101223683
Джонни Д.,23.07.2009,2009,"1,80897",74205092
Великий уравнитель,25.09.2014,2014,"1,202238",111590113
Ледокол,21.10.2016,2016,"1,04",128806927
Прибытие,11.11.2016,2016,"1,04",128744405
Зачарованная,22.11.2007,2007,"2,339802",57189901
Дивергент,10.04.2014,2014,"1,202238",111198959
Одноклассники,05.08.2010,2010,"1,673423",79462112
Стритрейсеры,06.03.2008,2008,"2,018811",65533578
Другой мир: Войны крови,25.11.2016,2016,"1,04",126493979
Пила 8,27.10.2017,2017,1,131244021
Профессионал,22.09.2011,2011,"1,539488",85132581
Бабушка лёгкого поведения,18.08.2017,2017,1,130121007
Соловей-Разбойник,22.11.2012,2012,"1,434751",90539663
Заложница 3,15.01.2015,2015,"1,09096",118713811
Va-банк,26.09.2013,2013,"1,328473",97488833
Тринадцать друзей Оушена,07.06.2007,2007,"2,339802",55337175
Шаг вперед 4,26.07.2012,2012,"1,434751",89503482
Дублёр,10.01.2013,2013,"1,328473",96557476
Операция «Валькирия»,29.01.2009,2009,"1,80897",70827477
Джек Ричер 2: Никогда не возвращайся,21.10.2016,2016,"1,04",122190639
Парни со стволами,19.08.2016,2016,"1,04",121851081
Области тьмы,17.03.2011,2011,"1,539488",82301931
Лего Фильм: Бэтмен,10.02.2017,2017,1,125582720
На гребне волны,25.12.2015,2015,"1,09096",115075491
Девушка в поезде,04.11.2016,2016,"1,04",120515690
Смешарики. Легенда о золотом драконе,18.03.2016,2016,"1,04",120117756
Снежная королева,03.01.2013,2013,"1,328473",94005818
Курьер из «Рая»,28.11.2013,2013,"1,328473",93974214
День выборов 2,19.02.2016,2016,"1,04",119911557
Индиго,27.03.2008,2008,"2,018811",61275007
Дети шпионов 4D,18.08.2011,2011,"1,539488",80303481
Ромовый дневник,20.10.2011,2011,"1,539488",80281913
Великолепная семерка,23.09.2016,2016,"1,04",118508921
История игрушек: Большой побег,17.06.2010,2010,"1,673423",73646742
День радио,20.03.2008,2008,"2,018811",60813756
Всё могут короли,06.03.2008,2008,"2,018811",60310850
И грянул шторм,05.02.2016,2016,"1,04",116820934
Ирония любви,25.03.2010,2010,"1,673423",72250360
Девять,10.09.2009,2009,"1,80897",66721665
Малавита,19.09.2013,2013,"1,328473",90318970
Паранормальное явление 5: Призраки в 3D,22.10.2015,2015,"1,09096",109978317
Агент Джонни Инглиш: Перезагрузка,15.09.2011,2011,"1,539488",77797098
Заклятие 2,17.06.2016,2016,"1,04",114560070
Почему он?,13.01.2017,2017,1,119105462
Голая правда,17.09.2009,2009,"1,80897",65658253
Союзники,02.12.2016,2016,"1,04",114202957
Сезон охоты 3,21.10.2010,2010,"1,673423",70866646
СуперБобровы,18.03.2016,2016,"1,04",114000000
Звонки,03.02.2017,2017,1,118464707
Паранормальное явление 2,21.10.2010,2010,"1,673423",70731698
ЛОпуХИ: Эпизод первый,13.08.2009,2009,"1,80897",65365966
21 и больше,07.03.2013,2013,"1,328473",88842708
Падение Олимпа,04.04.2013,2013,"1,328473",88729430
Три метра над уровнем неба: Я тебя хочу,05.07.2012,2012,"1,434751",81939184
Остров проклятых,18.02.2010,2010,"1,673423",70236249
Брестская крепость,04.11.2010,2010,"1,673423",70128084
Чудаки 3D,02.12.2010,2010,"1,673423",70115314
Белка и Стрелка: Лунные приключения,06.02.2014,2014,"1,202238",97563231
Перевозчик: Наследие,10.09.2015,2015,"1,09096",107023332
Лего. Фильм,27.02.2014,2014,"1,202238",97052861
Невеста любой ценой,17.09.2009,2009,"1,80897",64442963
Орудия смерти: Город костей,22.08.2013,2013,"1,328473",87370309
В спорте только девушки,06.02.2014,2014,"1,202238",95790422
Шаг вперёд: Всё или ничего,17.07.2014,2014,"1,202238",95410829
Секретные материалы: Хочу верить,24.07.2008,2008,"2,018811",56812285
Шопоголик,12.02.2009,2009,"1,80897",63251347
Навстречу шторму,07.08.2014,2014,"1,202238",95039054
Так себе каникулы,03.12.2009,2009,"1,80897",63159825
Воин,01.10.2015,2015,"1,09096",104041317
Немножко беременна,26.07.2007,2007,"2,339802",48188765
Аисты,23.09.2016,2016,"1,04",108216761
Сделано в Америке,13.10.2017,2017,1,112537138
Исходный код,31.03.2011,2011,"1,539488",73043248
Пила 3D,28.10.2010,2010,"1,673423",67086524
И гаснет свет...,22.07.2016,2016,"1,04",107836629
Диктатор,17.05.2012,2012,"1,434751",78042705
Такие разные близнецы,02.02.2012,2012,"1,434751",77999417
12,27.09.2007,2007,"2,339802",47676792
Звездный путь,07.05.2009,2009,"1,80897",61508972
Домашнее видео,24.07.2014,2014,"1,202238",92500000
Война невест,26.02.2009,2009,"1,80897",61292527
Папа-досвидос,19.07.2012,2012,"1,434751",77259989
Корпоратив,18.09.2014,2014,"1,202238",92000000
Кошки против собак: Месть Китти Галор,29.07.2010,2010,"1,673423",65747518
Коматозники,24.11.2017,2017,1,109536671
Лови волну!,07.06.2007,2007,"2,339802",46807728
Гостья,28.03.2013,2013,"1,328473",82334493
Розовая пантера 2,19.02.2009,2009,"1,80897",60397986
Золотой век,15.11.2007,2007,"2,339802",46466882
Любовь-морковь 3,03.03.2011,2011,"1,539488",70606952
Солдаты неудачи,14.08.2008,2008,"2,018811",53779966
Смурфики: Затерянная деревня,31.03.2017,2017,1,108397358
На крючке,02.10.2008,2008,"2,018811",53582724
Гномео и Джульетта,17.02.2011,2011,"1,539488",70087224
"All inclusive, или Всё включено",09.06.2011,2011,"1,539488",69469038
Загадочная история Бенджамина Баттона,05.02.2009,2009,"1,80897",58836193
Пит и его дракон,12.08.2016,2016,"1,04",102256756
Джек Ричер,10.01.2013,2013,"1,328473",79941641
Каратэ-пацан,19.08.2010,2010,"1,673423",63243521
Зеленый Фонарь,16.06.2011,2011,"1,539488",68728116
Челюсти 3D,01.09.2011,2011,"1,539488",68720126
Cirque du Soleil: Сказочный мир,03.01.2013,2013,"1,328473",79630885
Пятница 13-е,12.02.2009,2009,"1,80897",58464071
Другая женщина,01.05.2014,2014,"1,202238",87959871
"Я не знаю, как она делает это",15.09.2011,2011,"1,539488",68548720
Крик 4,14.04.2011,2011,"1,539488",68495928
Мама,07.03.2013,2013,"1,328473",79309562
Чемпионы,23.01.2014,2014,"1,202238",87603519
Двадцать одно,17.04.2008,2008,"2,018811",52162650
Тайна перевала Дятлова,28.02.2013,2013,"1,328473",79196691
Обитель зла: Последняя глава,17.02.2017,2017,1,104954828
Астерикс и Обеликс в Британии,25.10.2012,2012,"1,434751",73103470
Союз зверей,04.11.2010,2010,"1,673423",62552658
Фантастическая четверка: Вторжение Серебряного серфера,14.06.2007,2007,"2,339802",44332903
Телохранитель киллера,18.08.2017,2017,1,102835910
Савва. Сердце воина,13.11.2015,2015,"1,09096",94187979
Защитник,26.04.2012,2012,"1,434751",71607383
Геракл: Начало легенды,23.01.2014,2014,"1,202238",85386943
Мачо и ботан,12.04.2012,2012,"1,434751",71483963
Невеста,20.01.2017,2017,1,102548960
Тариф Новогодний,04.12.2008,2008,"2,018811",50589083
Книга Илая,14.01.2010,2010,"1,673423",60964225
Край,23.09.2010,2010,"1,673423",60802772
Дерзкие дни,05.04.2007,2007,"2,339802",43438402
Последний легион,19.04.2007,2007,"2,339802",43437455
Советник,31.10.2013,2013,"1,328473",76381072
Землетрясение,02.12.2016,2016,"1,04",97559630
Опасный Бангкок,04.09.2008,2008,"2,018811",50170650
Царь,05.11.2009,2009,"1,80897",55942700
Урфин Джюс и его деревянные солдаты,21.04.2017,2017,1,101024985
Смешанные,19.06.2014,2014,"1,202238",84030089
Другой мир: Восстание ликанов,05.02.2009,2009,"1,80897",55794953
Юленька,19.02.2009,2009,"1,80897",55678252
